1	5	Student	2010-07-28T19:09:00.243	[u'3']	False
2	3	Supporter	2010-07-28T19:09:00.510	[u'3']	False
3	4	Supporter	2010-07-28T19:09:00.527	[u'3']	False
4	2	Autobiographer	2010-07-28T19:09:00.633	[u'3']	False
5	3	Autobiographer	2010-07-28T19:09:00.633	[u'3']	False
6	4	Autobiographer	2010-07-28T19:09:00.667	[u'3']	False
7	9	Autobiographer	2010-07-28T19:14:00.110	[u'3']	False
8	10	Autobiographer	2010-07-28T19:14:00.140	[u'3']	False
9	13	Autobiographer	2010-07-28T19:14:00.140	[u'3']	False
10	14	Autobiographer	2010-07-28T19:14:00.140	[u'3']	False
11	16	Autobiographer	2010-07-28T19:14:00.140	[u'3']	False
12	17	Autobiographer	2010-07-28T19:14:00.157	[u'3']	False
13	4	Teacher	2010-07-28T19:19:00.067	[u'3']	False
14	2	Supporter	2010-07-28T19:19:00.223	[u'3']	False
15	5	Supporter	2010-07-28T19:19:00.253	[u'3']	False
16	10	Supporter	2010-07-28T19:19:00.270	[u'3']	False
17	20	Supporter	2010-07-28T19:19:00.300	[u'3']	False
18	35	Supporter	2010-07-28T19:19:00.317	[u'3']	False
19	39	Supporter	2010-07-28T19:19:00.333	[u'3']	False
20	42	Supporter	2010-07-28T19:19:00.347	[u'3']	False
21	20	Autobiographer	2010-07-28T19:19:00.410	[u'3']	False
22	25	Autobiographer	2010-07-28T19:19:00.440	[u'3']	False
23	27	Autobiographer	2010-07-28T19:19:00.457	[u'3']	False
24	28	Autobiographer	2010-07-28T19:19:00.457	[u'3']	False
25	30	Autobiographer	2010-07-28T19:19:00.473	[u'3']	False
26	34	Autobiographer	2010-07-28T19:19:00.487	[u'3']	False
27	37	Autobiographer	2010-07-28T19:19:00.487	[u'3']	False
28	38	Autobiographer	2010-07-28T19:19:00.487	[u'3']	False
29	39	Autobiographer	2010-07-28T19:19:00.503	[u'3']	False
31	41	Autobiographer	2010-07-28T19:19:00.503	[u'3']	False
32	43	Autobiographer	2010-07-28T19:19:00.503	[u'3']	False
33	44	Autobiographer	2010-07-28T19:19:00.503	[u'3']	False
34	45	Autobiographer	2010-07-28T19:19:00.520	[u'3']	False
35	35	Student	2010-07-28T19:24:00.273	[u'3']	False
36	12	Supporter	2010-07-28T19:24:00.460	[u'3']	False
37	45	Supporter	2010-07-28T19:24:00.507	[u'3']	False
38	52	Supporter	2010-07-28T19:24:00.523	[u'3']	False
39	53	Supporter	2010-07-28T19:24:00.523	[u'3']	False
40	52	Critic	2010-07-28T19:24:00.553	[u'3']	False
41	49	Autobiographer	2010-07-28T19:24:00.570	[u'3']	False
42	50	Autobiographer	2010-07-28T19:24:00.570	[u'3']	False
43	52	Autobiographer	2010-07-28T19:24:00.587	[u'3']	False
44	53	Autobiographer	2010-07-28T19:24:00.587	[u'3']	False
45	58	Autobiographer	2010-07-28T19:24:00.587	[u'3']	False
46	59	Autobiographer	2010-07-28T19:24:00.600	[u'3']	False
47	27	Student	2010-07-28T19:29:00.137	[u'3']	False
48	46	Supporter	2010-07-28T19:29:00.370	[u'3']	False
49	26	Autobiographer	2010-07-28T19:29:00.417	[u'3']	False
50	42	Autobiographer	2010-07-28T19:29:00.510	[u'3']	False
51	60	Autobiographer	2010-07-28T19:29:00.590	[u'3']	False
52	61	Autobiographer	2010-07-28T19:29:00.683	[u'3']	False
53	63	Autobiographer	2010-07-28T19:29:00.760	[u'3']	False
54	65	Autobiographer	2010-07-28T19:29:00.887	[u'3']	False
55	67	Autobiographer	2010-07-28T19:29:00.993	[u'3']	False
56	68	Autobiographer	2010-07-28T19:29:00.993	[u'3']	False
57	70	Autobiographer	2010-07-28T19:29:01.040	[u'3']	False
58	72	Autobiographer	2010-07-28T19:29:01.057	[u'3']	False
59	5	Teacher	2010-07-28T19:39:00.767	[u'3']	False
60	9	Teacher	2010-07-28T19:39:00.877	[u'3']	False
61	10	Teacher	2010-07-28T19:39:00.907	[u'3']	False
62	35	Teacher	2010-07-28T19:39:00.970	[u'3']	False
63	39	Teacher	2010-07-28T19:39:00.987	[u'3']	False
64	77	Teacher	2010-07-28T19:39:01.033	[u'3']	False
65	10	Student	2010-07-28T19:39:01.110	[u'3']	False
66	20	Student	2010-07-28T19:39:01.173	[u'3']	False
67	24	Student	2010-07-28T19:39:01.237	[u'3']	False
68	39	Student	2010-07-28T19:39:01.283	[u'3']	False
69	43	Student	2010-07-28T19:39:01.313	[u'3']	False
70	50	Student	2010-07-28T19:39:01.330	[u'3']	False
71	56	Student	2010-07-28T19:39:01.360	[u'3']	False
72	63	Student	2010-07-28T19:39:01.377	[u'3']	False
73	5	Editor	2010-07-28T19:39:01.407	[u'3']	False
74	10	Editor	2010-07-28T19:39:01.440	[u'3']	False
75	56	Editor	2010-07-28T19:39:01.453	[u'3']	False
76	9	Supporter	2010-07-28T19:39:01.500	[u'3']	False
77	36	Supporter	2010-07-28T19:39:01.500	[u'3']	False
78	47	Supporter	2010-07-28T19:39:01.533	[u'3']	False
79	50	Supporter	2010-07-28T19:39:01.533	[u'3']	False
80	56	Supporter	2010-07-28T19:39:01.533	[u'3']	False
81	63	Supporter	2010-07-28T19:39:01.547	[u'3']	False
82	66	Supporter	2010-07-28T19:39:01.547	[u'3']	False
83	69	Supporter	2010-07-28T19:39:01.547	[u'3']	False
84	76	Supporter	2010-07-28T19:39:01.547	[u'3']	False
85	80	Supporter	2010-07-28T19:39:01.547	[u'3']	False
86	12	Critic	2010-07-28T19:39:01.563	[u'3']	False
87	66	Critic	2010-07-28T19:39:01.563	[u'3']	False
88	69	Critic	2010-07-28T19:39:01.580	[u'3']	False
89	56	Autobiographer	2010-07-28T19:39:01.593	[u'3']	False
90	75	Autobiographer	2010-07-28T19:39:01.593	[u'3']	False
91	76	Autobiographer	2010-07-28T19:39:01.593	[u'3']	False
92	78	Autobiographer	2010-07-28T19:39:01.610	[u'3']	False
93	79	Autobiographer	2010-07-28T19:39:01.610	[u'3']	False
94	82	Autobiographer	2010-07-28T19:39:01.627	[u'3']	False
95	84	Autobiographer	2010-07-28T19:39:01.627	[u'3']	False
96	87	Autobiographer	2010-07-28T19:39:01.640	[u'3']	False
97	90	Autobiographer	2010-07-28T19:39:01.640	[u'3']	False
98	41	Teacher	2010-07-28T19:44:00.817	[u'3']	False
99	42	Teacher	2010-07-28T19:44:00.943	[u'3']	False
