how can I do this can someone tell me things to do at the gym and of any diets that work or the foods to eat. I would like to look good by my birthday. I'm 6' and weigh 230 50 lbs less is average I think,I would like to lose 50 lbs in 3 months?,20140129000548AAXEbhV,1390982748,29,10,2,1390982813,Don't be desperate like this! Be natural and just eat healthy food. Don't ever listen to what people say,0,0,False,This is science
how can I do this can someone tell me things to do at the gym and of any diets that work or the foods to eat. I would like to look good by my birthday. I'm 6' and weigh 230 50 lbs less is average I think,I would like to lose 50 lbs in 3 months?,20140129000548AAXEbhV,1390982748,29,10,13,1390982899,Cut out all white carbs and you should lose weight. I did.,0,0,False,
how can I do this can someone tell me things to do at the gym and of any diets that work or the foods to eat. I would like to look good by my birthday. I'm 6' and weigh 230 50 lbs less is average I think,I would like to lose 50 lbs in 3 months?,20140129000548AAXEbhV,1390982748,29,10,15,1390983672,There is a need for such a sport and this products http://realroids.com/catalog/weight-loss.html,0,0,False,http://www.realroids.com
how can I do this can someone tell me things to do at the gym and of any diets that work or the foods to eat. I would like to look good by my birthday. I'm 6' and weigh 230 50 lbs less is average I think,I would like to lose 50 lbs in 3 months?,20140129000548AAXEbhV,1390982748,29,10,17,1390983718,"50 pounds...probably not unless you are REALLY fat. Weight train heavy. Get a book like ""starting strength"" or something like that to learn proper technique and form. Push yourself hard.

Eat your weight in protein i.e. you weight 200lbs, eat 200g protein per day. If you are really fat, go by LBM instead of overall weight. And like the other person said. Cut out carbs. The more the better. If you can get below 30g per day of carbohydrates while training hard, you will drop about 1%BF a week. Works. Have done it many times. Just takes discipline. AVoid sugar and any hydrogenated oils as well. 

Put it this way. Meat, nuts, vegetables (minus root vegetables) and eggs and fish good. Everything else bad. Add 1 or 2 pieces of fruit per day at most immediately following wkout.",0,0,False,experience and reading roughly 60 fitness and diet books
how can I do this can someone tell me things to do at the gym and of any diets that work or the foods to eat. I would like to look good by my birthday. I'm 6' and weigh 230 50 lbs less is average I think,I would like to lose 50 lbs in 3 months?,20140129000548AAXEbhV,1390982748,29,10,13,1390984989,"Combine cardio (running, walking, aerobix, swimming, cycling) with yoga/pilates and or strength (weight lifting) for optimum results. Exercise daily.
Move more in general as every movement you make burns calories. So stretching, bending to pick things up, cleaning etc.

Eat lots of vegetables (particularly green ones) and some fruit. Also eat lean protein (nuts, lean meat, legumes, tofu, low fat dairy etc).

Avoid white bread/pasta/rice and swap with wholemeal bread/pasta and brown rice.
Avoid sugary things. Try using artifical sweetner instead but don't overdo it of course.
You can allow yourself unhealthy treats occasionally in addition to a healthy diet. Eat smaller portions also and drink lots of water and green tea. Surf the net for some healthy recipes, there's tonnes and they taste great.


Good luck :)",0,0,False,
how can I do this can someone tell me things to do at the gym and of any diets that work or the foods to eat. I would like to look good by my birthday. I'm 6' and weigh 230 50 lbs less is average I think,I would like to lose 50 lbs in 3 months?,20140129000548AAXEbhV,1390982748,29,10,9,1390985725,"I suggest that you try Zumba, you can burn 700-1000 cal. in just a single hour.",0,0,False,http://thinspired.weebly.com
how can I do this can someone tell me things to do at the gym and of any diets that work or the foods to eat. I would like to look good by my birthday. I'm 6' and weigh 230 50 lbs less is average I think,I would like to lose 50 lbs in 3 months?,20140129000548AAXEbhV,1390982748,29,10,9,1390988276,"go  wheat  free.  No pasta, pizza, bread and so on. And no food
after  7  p.m. People achieve marvellous results with it. Depending on
your  initial  weight, you can drop upwards from 20 pounds a month. If
you  don't  eat  wheat then you don't eat all those sticky, fatty goey
cakes,  you  don't eat junk food, and you don't eat biscuits. But your
diet  is  still  balanced.  It  costs  nothing, and you do not have to
calculate  points  or  to  buy special meals or plans.
 Gym Routine for Toning Up & Weight Loss

Working  out at the gym can improve your fitness level, develop muscle
tone and help you lose weight if follow a plan. Outline your course of
action  to  include  the five components of a balanced fitness routine
and your time will be well spent.

The Five Components
The  five  components  to  a  balanced  routine include cardiovascular
endurance,  strength  training,  flexibility,  core-strengthening  and
balance.  You  do  not need to incorporate all five elements into your
training  every  time you workout, but you will want to make sure they
have  been  included  during  the  course  of several days. You should
include  cardiovascular  workouts  three  to  five  times per week and
strength training twice a week, that is a good schedule to start with.

Monday, Wednesday, Friday: Cardio
On  these  three  days,  you will want to use a cardio machine at your
gym.  A good choice for beginner through advanced-level fitness is the
elliptical   machine.   Other   options   are  the  stationary  bikes,
stair-steppers  and  treadmills. Your cardiovascular workout will last
for  20  minutes.  Start  out going at about 50 percent of the maximum
exertion  you  are capable of -- or level five out of 10. Stay at this
moderate  level  for  two  minutes,  then  increase either your speed,
resistance  or  incline to make your exertion more difficult, or level
six  for  one minute. Continue increasing your level of difficulty for
one  minute intervals until you reach 90 percent of your maximum, then
return  back  to  level  six for one minute. When you are on your last
interval  cycle,  or  when you hit 19 minutes, give 100 percent effort
for  one  minute.  Then  take  it  down  to a level four for your last
minute. You will want to stay at this lower exertion level long enough
to  return  to  as  close  to your normal breathing as possible before
ending your cardio workout.
 
Monday, Wednesday, Friday: Resistance
You  want  to make sure to include all of you major muscle groups over
the course of the week if you do not include them all daily. The major
groups   are   back,  chest,  legs,  abdominal,  biceps,  triceps  and
shoulders.  Remember  to work opposing muscle groups such as chest and
back.  If  there  is a chance you might miss a day, try to include all
the  major groups each time you workout. Also, alternate between using
free-weights and machines for even greater variety and faster results.
Do  three sets of weight-bearing exercises per muscle group. The first
set  should  be  heavy, but comfortable. For you that might be a bicep
curl  that weighs 10 lbs.; do 12 repetitions. The second set should be
heavier  than  the  first so try 12 lbs.; do 10 repetitions. The third
set  should  be your heaviest and it should be difficult to finish; do
eight reps.
 
Tuesday and Thursday
Some  trainers  will  tell  you  that interval training burns the most
calories  and  others  will  tell you hard and fast cardio is the best
training to lose weight. Do both and you wont have to worry. Pick your
machine;  you  will  want  to  work  out  at  an exertion level around
75-percent of your maximum ability for a solid 40 to 45 minutes with a
five  minute cool down at about a level five out of 10. These are good
days  to  do  abdominal  exercises  if  you  did not have time on your
interval days. Use a stability ball to do 25 crunches, four times, for
instance. Spend at least 10 minutes after your workout stretching.
 
Saturday and Sunday
Take  Saturday  to  enjoy an activity with your family or to have fun.
Make it something where you will get your heart-rate up, but you might
not  consider  it  a  workout. Consider roller-skating, dog-walking or
bicycling. And on Sunday, let your body rest. Your body needs a day to
recuperate  so  that  you can continue your fast-track towards meeting
your fitness goals.",0,0,True,
how can I do this can someone tell me things to do at the gym and of any diets that work or the foods to eat. I would like to look good by my birthday. I'm 6' and weigh 230 50 lbs less is average I think,I would like to lose 50 lbs in 3 months?,20140129000548AAXEbhV,1390982748,29,10,1,1391004815,"you know the best diet for losing weight? it is called high carb raw vegan! google it! 
I am a raw vegan and it is fantastic! It rocks! you can eat how much you care for and still lose weight!

Good book to read on this subject, check this out, you will love this lifestyle:
http://tinyurl.com/no6kpuc

good luck!",0,0,False,
how can I do this can someone tell me things to do at the gym and of any diets that work or the foods to eat. I would like to look good by my birthday. I'm 6' and weigh 230 50 lbs less is average I think,I would like to lose 50 lbs in 3 months?,20140129000548AAXEbhV,1390982748,29,10,9,1391170894,Gymnastic is a lot of fun.,0,0,False,
how can I do this can someone tell me things to do at the gym and of any diets that work or the foods to eat. I would like to look good by my birthday. I'm 6' and weigh 230 50 lbs less is average I think,I would like to lose 50 lbs in 3 months?,20140129000548AAXEbhV,1390982748,29,10,8,1391265562,"stop eating sweets noot only for diet, also for teeth. 
Don't starve yourself. Don't make yourself hungry. Your blood pressure will get low. Which you will crave for sweets. If you get hungry eat rice. Don't eat too much either. Eat high calorie food that are healthy to make your mind full. Stop eating sweets. It will be very painful, difficult to live a day without sweets. But if you continue to do this, you will lose the pain. It's because you have a food addiction like drugs.",0,0,False,
